Presion,Temperatura,Peso,Flujo,H2,Hidrogeno
35.84656393450491,295.09707840022713,6075.595274406602,3.911261606283682,58910.22921082268,0.6725547849349542
80.99353564161345,279.5155353389511,7731.567782093747,3.821340779252992,31153.981532662016,0.46465595070857924
16.240510986150873,230.25312221039593,5639.995916721708,0.1772927557330861,25735.449153326903,0.36166232610936067
74.31449648102668,204.01083734816635,9236.188455479725,1.1322809059941281,32692.07038579259,0.2493072862061372
27.973288883043868,215.2349101822375,9163.80698828138,3.185660505384666,13055.744967975865,0.10504078121340474
76.1901894614094,197.91950561494573,4597.79885390241,1.2377723412988604,59790.64397271553,0.8865318728439641
54.39864292727086,291.0667612541934,5704.312226654566,1.0600377198064663,6328.989122740983,0.8876448588752452
93.26283064336558,253.80332992292264,1071.386750996682,0.537577758045634,62615.36369096375,0.6882633244904794
107.93940366743928,247.2876049677156,2106.0093282045527,3.876407757206885,52618.095820178205,0.2454463362632584
42.54412649432252,211.12250759213342,7133.54778985294,2.435685667632589,32524.365502269284,0.6274978417744175
70.54852197717018,238.4458417288675,7159.963654215829,0.6326748946437878,49859.78067984834,0.13684975177454717
12.979391752605355,223.35015715170238,7823.381526437042,2.1176222979067023,3368.7648346014607,0.7672578213084505
16.436940665208986,226.89662896017097,7016.600088939091,3.8112827559491342,61025.455479011835,0.5716989344806855
69.74706231726427,276.73298533373776,3996.4712344941368,0.1442951792337772,42897.969379928145,0.232460715217814
107.58091952967459,291.00882834704237,7704.979801393345,4.045713883756936,61091.43257620912,0.36324653924041317
27.78495018308396,214.95298395318878,6180.385610490926,3.2745794889404665,11154.61065770447,0.2798365515996736
33.77846439767079,254.5483407247762,1386.572865340854,1.0031564519844889,40690.32273496361,0.11706199283230352
89.11421678312784,194.68344050976404,9965.457572143485,3.61595690808739,16425.83768750756,0.609442330966757
16.774204379572268,206.97471742016398,3923.4444044210436,1.3644087899221111,52392.61515696867,0.49570608864289867
54.397495430031604,211.16358544741283,5316.638868098559,3.918684194703956,20508.45800149409,0.8025603712406089
18.737645435634924,231.0009873896611,61.42159814041463,0.39035582541621916,21185.914944296208,0.29732196214168155
117.9390955442526,267.738554210756,1956.6344499650156,0.8730040847327217,63188.09329753416,0.4405038693340545
11.659927867177602,217.84463762510322,4357.11515380142,1.120597026530509,63814.90315087833,0.868804845271272
106.10650738487107,203.34454504989216,7478.3228122813825,4.062453259691724,47010.34343819983,0.9186487657749981
35.657323646253325,197.96019162537635,6058.017064065979,1.807836988170578,51350.5557207257,0.8768379444514345
32.7730253676551,262.7335380742078,4753.299790399667,2.0127942210422187,46486.765809429424,0.8672165882084166
53.055099509538174,247.19747690185073,5535.443823958211,2.702652294744906,59745.70699029188,0.45627403577275183
80.65096612842105,211.3132679819072,23.396802123168484,4.10865842932457,30033.690705285277,0.47595656518092133
60.34317762977826,201.37596597694932,6633.43046616423,0.6016424419899716,33218.81300197709,0.6602429671349513
30.143000246988382,280.32776960609965,9100.608180654097,3.3332888071031945,33539.3397930941,0.5550358298888506
113.52604418759157,197.9741316784718,4155.561788794681,0.29989449855696454,40111.185679310925,0.8216713347868838
87.15844488343605,207.03645724225177,1326.8970636266224,3.0783648974309856,53557.29229674044,0.8601308151958615
108.56236396208924,295.96960184206955,9376.954948083772,3.7781362775740224,4659.714274772817,0.787546343089577
92.76325426430171,219.8479953178697,2971.4511606554743,0.13299215142663257,4211.0334274535,0.2822729974870838
74.12884121043018,239.3716633351805,5941.598916134,2.129739176111709,22238.62786195381,0.346513947577173
94.17077983606525,223.93053638078413,1461.78749369623,1.0325897697906508,15578.930963568384,0.7408280103796016
89.54472064016485,213.73205219280325,6748.770615359062,2.8830786080725184,73508.73197242794,0.27929636383264633
49.07390801595888,219.88131898598306,3598.492418437634,3.0091455966384237,20447.571658011035,0.9679470869645158
66.49715365439533,236.3282218859652,9965.085614439793,3.2287753184377728,50430.16854264707,0.7354609154648962
24.275702953295365,205.60943078605442,2746.49193066958,2.932867433083929,37297.07665290594,0.38421442846169807
64.8848381031271,210.74139305916518,1646.0014391043142,0.9983214361757771,65701.4118914248,0.9005981606095289
11.910173994989822,221.7922875620398,7505.290241433382,3.7992678579423975,53051.96720126909,0.8860462854825918
43.51151283576647,281.55173464699067,1365.4188340969918,1.7887258688363465,72769.71119368894,0.6704916419883417
29.643102737842458,260.101967133948,9074.202823137937,0.17896365775550113,15910.144691840731,0.6548794320379142
55.087933012148845,209.89019874084815,863.2420901153655,2.4347755972496454,69192.09527162337,0.28536866383749215
29.668358945388405,280.6206583267462,5881.36681700574,3.379767646414626,73553.38795456935,0.7492858278280126
113.65199255911305,247.40948193328137,8402.621178399655,1.689408238472615,3853.039351153272,0.803595072920272
104.82410196789323,279.56843493370934,6518.347334252375,1.4610408005138673,48327.71079564171,0.8410425882550667
10.022590829232655,244.44935666027084,3662.4282314429565,2.8666391667522317,51713.05320741635,0.3978506522263955
70.23544957742823,225.99182197518164,2508.3089291252386,2.1641359244863767,58018.76238056568,0.15574111549510053
14.576003761858399,293.33255793563404,5827.112288897563,4.428574429293328,24713.006619065287,0.9470030602034908
110.35236603625687,269.5946974214139,4287.639718862368,0.7033173296086891,71695.01929221496,0.6757912151936935
26.281728874599263,193.65508393000763,9952.663311249411,4.125845683594829,31202.677565139114,0.5416577996179254
111.58228885571042,290.18452313423535,7656.278035688579,2.83717842921626,69681.68331749538,0.6020685430114424
117.20382283493848,244.8881146676493,7438.911035037547,3.282989257119658,70721.53158649389,0.6851895916475684
50.06674143781941,289.8654332891539,1356.1047328452742,3.1265945817761764,54448.97225467776,0.23337848414403442
49.28919554930995,230.6641415382981,2502.107430849784,0.6869930656808624,59718.202602637306,0.18579036922752373
13.612031503172858,232.66852398417313,2766.3900004380375,4.121706288984652,6558.094404947489,0.5329424336051275
107.95315294419733,245.08991011266392,9992.459396246957,2.767497517729684,35979.21342993683,0.6993373470283674
112.86850094188127,295.3631479087263,5444.699692352566,3.3661919151982502,42682.44010855905,0.6061040038314226
13.017873753381568,289.0852664651526,6804.769743871161,2.1844317796998305,38905.08865574236,0.3997607699864332
46.559566219194714,236.90116364348674,7341.124947525232,1.4942416186063723,61483.202695147804,0.9112181685976065
18.85171957210232,215.90809829348308,315.42112608050326,1.5090207799492865,36700.417138351586,0.8873448438461121
106.60787413553034,294.06366895561183,7692.969595211708,3.1881463133687906,57139.955117691374,0.9222196191663959
23.196266640520136,264.49697144956593,6619.929075979739,3.9179298841393613,72018.96572821702,0.3107213084607807
23.816494584729988,279.5228255802124,8881.97882256809,4.233670489288236,27953.191662781217,0.8658314366524686
79.07861961596304,231.63701396354787,6093.272287517995,1.2873132020181508,68920.80728986993,0.5279076944258726
91.63368626037993,212.09680033327018,7179.03697381277,2.687233254380427,34771.01408516473,0.31215625305052674
21.189356218823768,297.3409589579503,7572.09189753481,2.984974520198164,16108.043681089532,0.9423984032108217
19.46284031325401,214.36990339765563,7032.256887665504,2.878802764934626,21316.094635048557,0.7997454429617864
100.5256327730343,290.9514197566553,1328.390860312581,3.7597778396229544,64388.54700997378,0.2667532101602087
106.70275941077786,278.20805492342515,6060.464450217141,1.618620754747538,30990.575855756826,0.2919973580450479
24.151631215509454,235.09003320758163,3570.1055844283283,4.226619859696538,40447.22508118331,0.908499178171477
87.13358931762934,231.00584991507276,798.7576283327135,3.1736918714751527,9348.532688140342,0.3248772946561185
105.19451364448011,205.28373663705833,3760.718106756125,1.19383285569047,34008.43293096217,0.44300265508373604
29.358043564537166,226.09857250904156,1557.217717134378,1.8949559123724755,6950.823964052447,0.4249889102169885
36.795557850086524,281.46698704763975,8908.992803814337,1.567824137446999,58650.26260751655,0.6018058554547652
27.96302363590583,287.4821860586085,2513.0356344539446,3.9987281290780934,10079.905604187468,0.7868171831640823
45.795419497425925,215.88225671812728,9198.876253603317,0.6785598227223514,10248.675353660783,0.17603803526595513
99.14745476991445,234.59144757103365,8030.0204794797855,0.7992863578066474,24163.233599960855,0.320787197216022
71.3145229347441,191.08407176382025,350.2033695586911,2.9492797793480032,43676.03208054229,0.340883169928876
26.766751350841332,289.515700603877,1500.8754258394329,0.7424692120885364,4194.6367696551115,0.7962235443126136
58.846262124935755,260.09770204519384,7123.074256395118,2.0596314955362645,22369.79641670416,0.19479310999950394
56.73489625890705,251.3255877074223,3751.0475041516083,4.086522333059188,61549.269636306104,0.48718474601293216
118.92318663122315,196.3889195936543,8153.6425020423585,2.513292656817574,14731.727014554148,0.4672302059588299
73.38541711610262,227.01232061438046,7697.9344406400505,2.0404178134165236,74136.88953483773,0.5037037693864951
110.03633745360536,299.2633074692141,2268.2435456639173,4.004143629541477,26717.79019878031,0.967650309229351
12.126424022620805,243.4126994865435,7902.389090730257,0.7273472628423936,41446.67340113557,0.9660819362328723
105.08718993876808,270.30551360414285,9960.62070276656,3.5964449513325984,33438.238021663085,0.3436038463350655
26.022988911311565,250.61769598765565,9800.687038182064,0.6455546357144443,31842.701252930787,0.9070686269364336
98.83947908744449,285.22626523285237,3598.9196115857208,2.401184946475307,73378.62569058967,0.7363909257237122
49.59749497930173,281.0676827769485,2529.4500722362254,0.7337133293014836,42775.09779345166,0.13895168629853738
114.10541705091654,294.2880537082124,5537.877922810452,1.8152687261601552,31105.701355274297,0.580947821864836
99.36067177756051,196.81646603707472,5043.092076930288,1.3979002724832756,32091.61773219903,0.25465535874888307
94.06017836078858,247.3820062429158,2162.333706858451,1.6007910955041809,29360.118340033983,0.12881385357318567
44.62993596586988,297.42727009556074,2017.8089517728313,4.291794004953377,69058.37850928902,0.7719072039931493
